0xb6028006396a22d962a9e3c1d74b65b569e7045b,35215.6232
0xd7ee5822204127ba816439741b31cddb1b248dbb,20220.27249
0x62e2726f636eec503e58f92c1b64d918d27fdcdc,19040.19966
0x6dd32070fff7875604d6e46ec795b7ff9b072f3d,18690.66935
0x3aee6ff6cd358412046d511a768a852c38b0e046,14161.79414
0xdd3bd55ef4659ea8631aaec0ae3f400cdbdf5c60,13303.89507
0xa47816abfa2a285ce8f64bd3f53d6257c2f70fee,12670.83384
0x6239dc0327d6f52ec48c9c0f4ac4cd01976a8a0e,9567.311154
0x72835b44e3248a63a096c6f02f8e89f3369ca7c1,9536.914549
0x696ad517d92317f8bf4627e3dd37521822e164f7,8000
0x8e01dea3a6e8c5c760472791174930865c603316,8000
0x953093c63ac599a7451692498cafc93a8b68ad4e,8000
0xac66790bfe9d11dacd654c2d32a34d89354f5a68,8000
0x12b61b82f441bad5a6e4dd86d74b92e8f15b930b,7557.917877
0x83e49eb635bb6ff4062d18fb9dd7cf9df7af172a,7521.047456
0x25adad0264e331202629e9c77c90b7eacc796ef4,5563.424129
0x1e3b9fd2f2bf35dcfaed6cad454ab27cd36ab9b8,3580.082508
0x07bcc580e36abf9051964496f83d459e7655a110,2793.663101
0x526eddc42d50dcff4809a76abd3593d061a8be7a,2790.30279
0xc17c87de25cfe74d581ff6ea46ea6eed17c3ffc7,2667.82797
0xc747fca248851e65f7e39d08a637acc95a147829,2555.109179
0x4bcf2f375107e3d5f12cf9b7acaea8c099905c64,2526.441646
0x5644afdfb91f0a3ac9e74ec2a975550138a98031,2457.321382
0xa9201bf9228c4365ec2b36c144ae3ea5eced4c3d,2332.818034
0x5dd19248ef19267b34034f3806d8388f8507f420,2000
0x4eacbedc529a1e204d5674a40b6a691b93c95d32,1900.274108
0x0d1bc4c1182ab6ddea813d1cc73ad3d936327222,1692.389157
0x2ba74aad01b6c1b1f98b84e7e9b98587b6e1a128,1478.044233
0xf55760d992cf61eba0bde72f80286b8b0cf90a63,1457.756568
0x84605b3883e3d04fac88d5f6f4c9dd03c9e858ba,1282.799918
0xec5336234fe153d88f34a925f3191fb65898373c,1215.330251
0x5d640f8ff1246fa837114089b4289e909fef812d,1126.952767
0x25c88360c7199526e6316923d726f2a1d7e49662,1120.734846
0xe00cdc21cdcc60ab3557765fedab9995b3244616,1021.354582
0xa8a772f4b03ebf5f60ee55974034d5ff468e56d5,953.0287132
0xd39acebe1eab03a02dee022ae05d3bbb582a37b8,931.6863124
0x97aaba3255516ad9b0708e5f1021ba0b5578b627,912.9904482
0xe674c771a05ae22507d35c0e37c13089ebbd0b24,908.268182
0xc69964b366898a3583b767af0b271401e08d0c70,900.8293712
0xa254d2163485543a0448fb2d3f059f368adbf809,895.5869116
0x078e6bbc55d1036c7d1699d9fd7828c7b9f60413,845.5762714
0x617ee8195b7c108b11f72a15178eca9b8357527b,785.2577837
0x87530746efb7c54bf8a1af899772f42e818007d9,749.2127701
0x1c22223e1bb04cffb3fca27fffc65f33a479eec0,727.1447951
0x8acb3fe4c98afb1ce941e7d70d15eb94271d9a66,703.8435686
0xb3dc897a9b25569b40167a3658119c5f323016e6,699.8291679
0x5546ebfee9e2c91e28e7bb85c54c4b1611c12d5c,663.9187857
0x8193e49455adb1ee569058d1496777f3fc5323b0,656.9678328
0xb63abf05a366962287be4a9c4ed169d4a95635de,643.3449593
0x02ef002b056066f0f9028591989730d217a1ad43,581.5812215
0xa056d19b2eec035d9f04d31f2a0094d89544fcce,580.387562
0x1a479e04c647131b18353984615d0681c3da694e,576.0013544
0x8c7d75b695ab94d3978ff4741e7873ca75b36c8a,567.767077
0x0ed943ce24baebf257488771759f9bf482c39706,554.8313435
0xcce1b150708820fb50631cc7aef176713735f20f,549.0427813
0xae4969ee4cf6eca623c71b740b2be6ca0cc8551f,547.0401861
0xcccd62861ee8829ec3be771aaa50a492e171bd28,546.9781725
0x832c6affc640b267e1d004f224c468a78f2ae9a3,512.8709702
0x0771d37fe1aab67e10702fe18109c00e805335a9,506.1433312
0xefb4b96380ec46ffff91f7f7efcac568629df21a,469.0512572
0x577f1d5d5cbbe8983e68d3706c3fcc1925634495,465.2624681
0x7fbc9a26a6da2e9002a12eacb4f30860bd68cb44,453.9399399
0x07fbaf60fd483b4101290c8fae95f9629747fc62,448.9476952
0x095ad23b05f6a9a6a336636f2ed533fc82ca0107,443.2281038
0x7c4600ee0310df72ccf6416e9b005f71c96fe792,442.1172496
0x885bd9b1047606387259ea915717b6a0a697df5d,428.8179296
0x3721bf62750179be46f5111db14db61535dd72d1,423.4656095
0xcbf0ab4f5a5cdf841e828573cd0c2ba7d61d3cbc,423.1512172
0x22ac4619c1e3d73fe3a719d2110a44096f00ade3,411.0741993
0x7786b315fd8b33a203804f78176e5fe7e312be6b,408.2236705
0x42a6651a030c226383f082a9c75159275e175b98,405.5765775
0xcc9b6a8d74489ebcb286d0ee87ab2619e1e616a9,400
0x531a3a3fff71f97c030e6a9c9e2061747db546a2,396.9719913
0x79014c259d282a82ec5757935fb19555fca8ba4f,394.5425667
0x9ce287ebc000f7412d885f5df78fa366acbbb12a,389.9605193
0x7577749d70d79f18d1a474e23bc23e41e8dba299,387.9499369
0x0977cdd3d10afa080d01fda9f4e9db93361704ea,387.8204239
0xcac7889449a0acbabe98ad7939171837f849e81d,383.5739696
0x4db8accbf2610b60097beddad8c5a548ca9d9334,376.692864
0x95d1b381efb0d4a847156cdecb512ddd9c489f3c,367.3299328
0x3f0a8e7b517e87cf851c27b78cf21a622a0b17cd,342.0793161
0x259b44f9aedbd9ae0d5b7f8f79691ceec92d7382,341.3919977
0x1c2923f20d40a10723f10e97d2582adeb78b7bba,336.2099758
0xc7672e1443e9c5312c0ac6fd3278e83e27a70b39,335.2701986
0xf563889f43707cbd64d9f6e977e08a51931907d8,332.1404632
0xe1a343d26b8fceff05bc266a961374d1fba3011f,330.5141716
0xffd171e572b53941c15d3a4fb3678b40fb10bd48,325.2924847
